code,name,country,city,state,city_code
AXJ,Amakusa,JP,Hondo,Kumamoto,AXJ
AXK,Ataq,YE,,,AXK
AXL,Alexandria,AU,,,AXL
AXM,El Eden Airport,CO,La Tebaida,Quindio,AXM
AXN,Alexandria,US,Alexandria,Minnesota,AXN
AXO,Bandar Udara Pantar,ID,Pantar,,AXO
AXP,Springpoint Airport,BS,Masons Bay,Acklins,AXP
AXR,Arutua Airport,PF,Arutua,,AXR
AXS,Altus/Quartz Mountain Regional Airport,US,,,LTS
AXT,Akita Airport,JP,Akita,Akita,AXT
AXU,Axum Airport,ET,Aksum,Tigray,AXU
AXV,Neil Armstrong,US,Wapakoneta,Ohio,AXV
AXX,Angel Fire,US,Angel Fire,New Mexico,AXX
AYA,Ayapel,CO,Ayapel,Cordoba,AYA
AYC,Ayacucho,CO,Pelaya,Cesar,AYC
AYD,Alroy Downs,AU,,,AYD
AYE,AAF Heliport,US,Ayer,Massachusetts,AYE
AYG,Yaguara,CO,,,AYG
AYI,Yari,CO,,,AYI
AYJ,Maharishi Valmiki International Airport,IN,Faizabad,Uttar Pradesh,AYJ
AYK,Arkalyk,KZ,Arkalyk,Qostanay,AYK
AYL,Anthony Lagoon,AU,,,AYL
AYM,Yas Island SPB,AE,,,AUH
AYN,Anyang Airport,CN,Anyang,Henan Sheng,AYN
AYO,Ayolas,PY,Ayolas,Misiones,AYO
AYP,Yanamilla Airport,PE,Carmen Alto,Ayacucho,AYP
AYQ,Connellan Airport,AU,,,AYQ
AYR,Ayr,AU,Ayr,Queensland,AYR
AYS,Ware County,US,Deenwood,Georgia,AYS
AYT,Antalya Airport,TR,Aksu,Antalya,AYT
AYU,Aiyura,PG,,,AYU
AYW,Ayawasi,ID,Aifat,West Papua,AYW
AYX,Gerardo Pérez Pinedo,PE,Puerto Ocopa,Junin,AYX
AYY,Arugam Bay SPB,LK,,,AYY
AYZ,Zahns,US,Amityville,New York,AYZ
AZA,Phoenix-Mesa Gateway Airport,US,Queen Creek,Arizona,PHX
AZB,Amazon Bay,PG,,,AZB
AZD,Yazd Airport,IR,Yazd,Yazd,AZD
AZG,Apatzingan,MX,Apatzingan,Michoacan,AZG
AZH,Azamgarh Airport,IN,Manduri,Uttar Pradesh,AZH
AZI,Bateen,AE,,,AUH
AZJ,Zhenjiang Dalu,CN,Changzhou,Jiangsu,AZJ
AZL,Fazenda Tucunare Airport,BR,,,AZL
AZN,Andizhan Airport,UZ,Andijon,Andijon,AZN
AZO,Kalamazoo Battle Creek International Airport,US,Portage,Michigan,AZO
AZP,Atizapan,MX,Iztacalco,Mexico City,MEX
AZR,Adrar Airport,DZ,Adrar,Adrar,AZR
AZS,Samaná El Catey International,DO,Sanchez,Samana,AZS
AZT,Zapatoca,CO,Betulia,Santander,AZT
AZZ,Ambriz,AO,Nzeto,Zaire,AZZ
BAA,Bialla,PG,,,BAA
BAB,Beale AFB,US,Marysville,California,MYV
BAC,Barranca De Upia,CO,Barranca de Upia,Meta,BAC
BAD,Barksdale AFB,US,Bossier City,Louisiana,SHV
BAE,Barcelonnette,FR,Barcelonnette,Provence-Alpes-Cote d'Azur,BAE
BAF,Barnes,US,Westfield,Massachusetts,BAF
BAG,Loakan,PH,Tuding,Cordillera,BAG
BAH,Bahrain International Airport,BH,Al Muharraq,Muharraq,BAH
BAI,Buenos Aires,CR,Buenos Aires,Puntarenas,BAI
BAJ,Bali,PG,,,BAJ
BAL,Batman Airport,TR,Yenikoy,Batman,BAL
BAM,Lander County,US,Battle Mountain,Nevada,BAM
BAN,Basongo,CD,,,BAN
BAO,Udorn,TH,,,BAO
BAP,Baibara,PG,,,BAP
BAQ,E Cortissoz Airport,CO,Malambo,Atlantico,BAQ
BAR,Baker AAF,US,,,BAR
BAS,Balalae,SB,,,BAS
BAT,Airport Chafei Amsei,BR,Barretos,Sao Paulo,BAT
BAU,Bauru Airport,BR,Bauru,Sao Paulo,BRI
BAV,Baotou Airport,CN,Shulinzhao,Inner Mongolia,BAV
BAW,Biawonque,GA,,,BAW
BAX,Barnaul Gherman Titov International Airport,RU,Gon'ba,Altai Krai,BAX
BAY,Baia Mare,RO,Tautii Magherus,Maramures,BAY
BAZ,Barbelos,BR,Barcelos,Amazonas,BAZ
BBA,Teniente Vidal Airport,CL,,,BBA
BBB,Benson Municipal Airport,US,Benson,Minnesota,BBB
BBC,Bay City,US,Bay City,Texas,BBC
BBD,Curtis Field,US,Brady,Texas,BBD
BBF,Burlington,US,Burlington,Massachusetts,BBF
BBG,Butaritari,KI,,,BBG
BBH,Barth,DE,,,BBH
BBI,Biju Patnaik International Airport,IN,Bhubaneshwar,Odisha,BBI
BBJ,Bitburg Air Base,DE,Bitburg,Rheinland-Pfalz,BBJ
BBK,Kasane Airport,BW,Kasane,North West,BBK
BBL,Ballera Airport,AU,,,BBL
BBM,Battambang,KH,Battambang,Battambang,BBM
BBN,Bario Airport,MY,,,BBN
BBO,Berbera,SO,Berbera,Woqooyi Galbeed,BBO
BBP,Bembridge,GB,,,BBP
BBQ,Barbuda,AG,Codrington,Barbuda,BBQ
BBR,Baillif,GP,Baillif,Guadeloupe,BBR
BBS,Blackbushe,GB,Yateley,England,BBS
BBT,Berberati,CF,Berberati,Mambere-Kadei,BBT
BBU,Baneasa,RO,,,BUH
BBV,Hkg,CI,,,BBV
BBW,Broken Bow,US,Broken Bow,Nebraska,BBW
BBX,Wings Field,US,Blue Bell,Pennsylvania,BBX
BBY,Bambari,CF,Bambari,Ouaka,BBY
BBZ,Zambezi,ZM,,,BBZ
BCA,Baracoa,CU,Baracoa,Guantanamo,BCA
BCB,Virginia Tech,US,Blacksburg,Virginia,BCB
BCC,Bear Creek,US,Red Lodge,Montana,BCC
BCD,Bacolod-Silay International Airport,PH,Bacolod City,Western Visayas,BCD
BCE,Bryce,US,,,BCE
BCF,Bouca,CF,Bouca,Ouham,BCF
BCG,Bemichi,GY,,,BCG
BCH,Cakung International,TL,Baucau,Baucau,BCH
BCI,Barcaldine Airport,AU,,,BCI
BCJ,Baca Grande,US,Buena Vista,Colorado,BCJ
BCK,Bolwarra,AU,Atherton,Queensland,BCK
BCL,Barra Colorado,CR,Matina,Limon,BCL
BCM,Bacau Airport,RO,Margineni-Munteni,Bacau,BCM
BCN,Barcelona-El Prat Airport,ES,El Prat de Llobregat,Catalonia,BCN
BCO,Jinka,ET,,,BCO
BCP,Bambu,PG,,,BCP
BCQ,Brack,LY,Brak,Sha`biyat Wadi ash Shati',BCQ
BCR,Boca Do Acre,BR,Boca do Acre,Amazonas,BCR
BCS,Southern Seaplane,US,,,BCS
BCT,Boca Raton Airport,US,Boca Raton,Florida,BCT
BCU,Bauchi,NG,Bauchi,Bauchi,BCU
BCV,Belmopan,BZ,,,BCV
BCW,Benguera Island,MZ,,,BCW
BCX,Beloreck,RU,Lomovka,Bashkortostan,BCX
BCY,Bulchi,ET,Felege Neway,"Southern Nations, Nationalities, and People's Region",BCY
BCZ,Bickerton Island,AU,,,BCZ
BDA,L.F. Wade International Airport,BM,,,BDA
BDB,Bundaberg Airport,AU,Thabeban,Queensland,BDB
BDC,Barra Do Corda,BR,Barra do Corda,Maranhao,BDC
BDD,Badu Island,AU,,,BDD
BDE,Baudette,US,,,BDE
BDF,Rinkenberger,US,Wyoming,Illinois,BDF
BDG,Blanding,US,Blanding,Utah,BDG
BDH,Bandar Lengeh,IR,Bandar-e Lengeh,Hormozgan,BDH
BDI,Bird Island,SC,Bel Ombre,Bel Ombre,BDI
BDJ,Syamsudin Noor International Airport,ID,Banjarbaru,South Kalimantan,BDJ
BDK,Bondoukou,CI,Bondoukou,Zanzan,BDK
BDL,Bradley International Airport,US,Windsor Locks,Connecticut,BDL
BDM,Bandirma,TR,Bandirma,Balikesir,BDM
BDN,Talhar,PK,Badin,Sindh,BDN
BDO,Husein Sastranegara Airport,ID,Bandung,West Java,BDO
BDP,Bhadrapur Airport,NP,Bhadrapur,Eastern Region,BDP
BDQ,Vadodara Airport,IN,Vadodara,Gujarat,BDQ
BDR,Igor I. Sikorsky Memorial,US,,,BDR
BDS,Brindisi - Salento Airport,IT,Materdomini,Apulia,BDS
BDT,Gbadolite,CD,Ouango,Mbomou,BDT
BDU,Bardufoss Airport,NO,Moen,Troms,BDU
BDV,Moba,CD,Karema,Katavi,BDV
BDW,Bedford Downs,AU,,,BDW
BDX,Broadus,US,Broadus,Montana,BDX
BDY,State,US,Bandon,Oregon,BDY
BDZ,Baindoung,PG,,,BDZ
BEA,Bereina,PG,,,BEA
BEB,Benbecula Airport,GB,Benbecula,Scotland,BEB
BEC,Beech,US,,,ICT
BED,Hanscom Field,US,Bedford,Massachusetts,BED
BEE,Beagle Bay,AU,,,BEE
BEF,Bluefields,NI,Bluefields,Atlantico Sur,BEF
BEG,Belgrad Nikola Tesla Airport,RS,Surcin,Central Serbia,BEG
BEH,Ross Field,US,Benton Heights,Michigan,BEH
BEI,Beica,ET,Asosa,Binshangul Gumuz,BEI
BEJ,Kalimarau Airport,ID,,,BEJ
BEK,Bareli,IN,Rae Bareli,Uttar Pradesh,BEK
BEL,Val De Cans International Airport,BR,Belem,Para,BEL
BEM,Beni Mellal Airport,MA,Beni Mellal,Tadla-Azilal,BEM
BEN,Benina International,LY,Benghazi,Banghazi,BEN
BEO,Belmont,AU,Belmont,New South Wales,NTL
BEP,Bellary,IN,Bellary,Karnataka,BEP
BEQ,Honington,GB,Thetford,England,BEQ
BER,Berlin Brandenburg Airport,DE,,,BER
BES,Brest Bretagne Airport,FR,Guipavas,Brittany,BES
BET,Bethel Airport,US,,,BET
BEU,Bedourie,AU,,,BEU
BEV,Beer Sheba,IL,Beersheba,Southern District,BEV
BEW,Beira Airport,MZ,,,BEW
BEX,Benson RAF Station,GB,Benson,England,BEX
BEY,Beirut-Rafic Hariri International Airport,LB,Baabda,Mont-Liban,BEY
BEZ,Beru,KI,,,BEZ
BFA,Bahia Negra,PY,,,BFA
BFB,Blue Fox Bay,US,,,BFB
BFC,Bloomfield,AU,,,BFC
BFD,Bradford Airport,US,Bradford,Pennsylvania,BFD
BFE,Bielefeld,DE,Bielefeld,North Rhine-Westphalia,BFE
BFF,Western Nebraska Regional Airport,US,Terrytown,Nebraska,BFF
BFG,Bullfrog Basin,US,,,BFG
BFH,Bacacheri,BR,Curitiba,Parana,BFH
BFI,Boeing Field International Airport,US,Boulevard Park,Washington,SEA
BFJ,Bijie Airport,CN,Bijie,Guizhou Sheng,BFJ
BFK,Buffalo Municipal Airport,US,Aurora,Colorado,DEN
BFL,Meadows Field Airport,US,Oildale,California,BFL
BFM,Mobile Downtown Airport,US,,,MOB
BFN,Bram Fischer International Airport,ZA,Bloemfontein,Orange Free State,BFN
BFO,Buffalo Range,ZW,,,BFO
BFP,Beaver Falls,US,West Mayfield,Pennsylvania,BFP
BFQ,Bahia Pinas,PA,,,BFQ
BFR,Virgil I Grissom Municipalcipal,US,Bedford,Indiana,BFR
BFS,Belfast International Airport,GB,Antrim,Northern Ireland,BFS
BFT,County,US,Beaufort,South Carolina,BFT
BFU,Bengbu,CN,Bengbu,Anhui Sheng,BFU
BFV,Buri Ram Airport,TH,Satuek,Buriram,BFV
BFW,Sidi Belabbes,DZ,Sidi Bel Abbes,Sidi Bel Abbes,BFW
BFX,Bafoussam,CM,Bafoussam,West,BFX
BFY,Bengbu Tenghu Airport,CN,,,BFY
BGA,Palonegro International Airport,CO,Lebrija,Santander,BGA
BGB,Booue,GA,,,BGB
BGC,Braganca Airport,PT,Braganca,Braganca,BGC
BGD,Borger,US,Borger,Texas,BGD
BGE,Decatur County,US,Bainbridge,Georgia,BGE
BGF,Bangui Airport,CF,Bangui,Bangui,BGF
BGG,Bingol Airport,TR,,,BGG
BGH,Abbaye,MR,Golere,Saint-Louis,BGH
BGI,Grantley Adams International Airport,BB,,,BGI
BGJ,Borgarfjordur Eystri,IS,,,BGJ
BGK,Big Creek,BZ,,,BGK
BGL,Baglung,NP,Baglung,Western Region,BGL
BGM,Greater Binghamton Airport,US,Johnson City,New York,BGM
BGN,Belaya Gora Airport,RU,Belaya Gora,Sakha,BGN
BGO,Bergen Airport,NO,Ytrebygda,Hordaland,BGO
BGP,Bongo,GA,,,BGP
BGQ,Big Lake,US,,Alaska,BGQ
BGR,Bangor International Airport,US,Bangor,Maine,BGR
BGS,Webb AFB,US,,,HCA
BGT,Bagdad,US,Bagdad,Arizona,BGT
BGU,Bangassou,CF,,,BGU
BGV,Bento Goncalves,BR,Bento Goncalves,Rio Grande do Sul,BGV
BGW,Baghdad International Airport,IQ,Abu Ghurayb,Mayorality of Baghdad,BGW
BGX,Airport Cmdt. Gustavo Kraemer,BR,Bage,Rio Grande do Sul,BGX
BGY,Orio al Serio International Airport,IT,Orio al Serio,Lombardy,MIL
BGZ,Braga,PT,Braga,Braga,BGZ
BHA,Bahia De Caraquez,EC,Bahia de Caraquez,Manabi,BHA
BHB,Bar Harbor Airport,US,Trenton,Maine,BHB
BHC,Bhurban Heliport,PK,Murree,Punjab,BHC
BHD,George Best Belfast City Airport,GB,Castlereagh,Northern Ireland,BFS
BHE,Woodbourne Airport,NZ,Blenheim,Marlborough,BHE
BHF,Bahia Cupica,CO,,,BHF
BHG,Brus Laguna,HN,Brus Laguna,Gracias a Dios,BHG
BHH,Bisha Airport,SA,Qal`at Bishah,Mintaqat `Asir,BHH
BHI,Comandante Airport,AR,Bahia Blanca,Buenos Aires,BHI
BHJ,Rudra Mata Airport,IN,Bhuj,Gujarat,BHJ
BHK,Bukhara Airport,UZ,Bukhara,Bukhara,BHK
BHL,Bahia Angeles,MX,,,BHL
BHM,Birmingham-Shuttlesworth International Airport,US,Tarrant,Alabama,BHM
BHN,Beihan,YE,Bayhan,Shabwah,BHN
BHO,Raja Bhoj Airport,IN,Bhopal,Madhya Pradesh,BHO
BHP,Bhojpur,NP,,,BHP
BHQ,Broken Hill Airport,AU,,,BHQ
BHR,Bharatpur Airport,NP,,,BHR
BHS,Raglan Airport,AU,Kelso,New South Wales,BHS
BHT,Brighton Downs,AU,,,BHT
BHU,Bhavnagar Airport,IN,Bhavnagar,Gujarat,BHU
BHV,Bahawalpur Airport,PK,Bahawalpur,Punjab,BHV
BHW,Bhagatanwala Airport,PK,,,SGI
BHX,Birmingham International Airport,GB,Bickenhill,England,BHX
BHY,Beihai Fucheng Airport,CN,Beihai,,BHY
BIA,Bastia Poretta Airport,FR,Borgo,Corsica,BIA
BIB,Baidoa,SO,Baidoa,Bay,BIB
BIC,Aérodrome de Belle Île,FR,Bangor,,BIC
BID,Block Island,US,Charlestown,Rhode Island,BID
BIE,Beatrice,US,Beatrice,Nebraska,BIE
BIF,Biggs AAF,US,El Paso,Texas,ELP
BIG,Intermediate Field,US,,,BIG
BIH,Bishop,US,Bishop,California,BIH
BII,Enyu Airfield,MH,,,BII
BIJ,Biliau,PG,,,BIJ
BIK,Mokmer Airport,ID,Biak,Papua,BIK
BIL,Billings Logan International Airport,US,Billings,Montana,BIL
BIM,Bimini International Airport,BS,,,BIM
BIN,Bamiyan,AF,Bamyan,Bamian,BIN
BIO,Bilbao Airport,ES,Sondika,Basque Country,BIO
BIP,Bulimba,AU,,,BIP
BIQ,Biarritz - Anglet - Bayonne Airport,FR,Anglet,Aquitaine,BIQ
BIR,Biratnagar Airport,NP,Jogbani,Bihar,BIR
BIS,Bismarck Airport,US,Bismarck,North Dakota,BIS
BIT,Baitadi,NP,Mahendranagar,Far Western,BIT
BIU,Bildudalur,IS,,,BIU
BIV,Bria,CF,Bria,Haute-Kotto,BIV
BIW,Billiluna,AU,,,BIW
BIX,Keesler AFB,US,Biloxi,Mississippi,BIX
BIY,Bisho,ZA,Port Alfred,Eastern Cape,BIY
BIZ,Bimin,PG,,,BIZ
BJA,Bejaia Airport,DZ,Bejaia,Bejaia,BJA
BJB,Bojnord,IR,Bojnurd,Khorasan-e Shomali,BJB
BJC,Jeffco,US,Broomfield,Colorado,BJC
BJD,Bakkafjordur,IS,,,BJD
BJE,Baleela,SD,Al Fulah,Southern Kordofan,BJE
BJF,Batsfjord Airport,NO,Batsfjord,Finnmark Fylke,BJF
BJG,Bolaang,ID,,,BJG
BJH,Bajhang,NP,,,BJH
BJI,Bemidji Airport,US,Bemidji,Minnesota,BJI
BJJ,Wayne County,US,Wooster,Ohio,BJJ
BJK,Benjina,ID,,,BJK
BJL,Yundum International Airport,GM,Abuko,Western,BJL
BJM,Bujumbura Melchior Ndadaye International Airport,BI,Bujumbura,Bujumbura Mairie,BJM
BJN,Bajone,MZ,,,BJN
BJO,Bermejo,BO,San Ramon de la Nueva Oran,Salta,BJO
BJP,Braganca Paulista,BR,Braganca Paulista,Sao Paulo,BJP
BJQ,Bahja Airport,OM,,,BJQ
BJR,Bahar Dar Airport,ET,Bahir Dar,Amhara,BJR
BJT,Bentota River,LK,Beruwala,Western,BJT
BJU,Bajura Airport,NP,,,BJU
BJV,Milas-Bodrum Airport,TR,Kiulukioi,Mugla,BJV
BJW,Bajawa Soa Airport,ID,Naru,East Nusa Tenggara,BJW
BJX,Guanajuato International Airport,MX,Colonia Nuevo Mexico,Guanajuato,BJX
BJY,Batajnica,RS,Novi Banovci,,BEG
BJZ,Badajoz Airport,ES,Talavera La Real,Extremadura,BJZ
BKA,Bykovo,RU,,,MOW
BKB,Bikaner,IN,Bikaner,Rajasthan,BKB
BKC,Buckland Airport,US,,,BKC
BKD,Stephens County,US,Breckenridge,Texas,BKD
BKE,Baker,US,Baker City,Oregon,BKE
BKF,Lake Brooks SPB,US,,,BKF
BKG,Branson,US,Hollister,Missouri,BKG
BKH,Barking Sands PMRF,US,,,BKH
BKI,Kota Kinabalu International Airport,MY,Putatan,Sabah,BKI
BKJ,Boke,GN,Boke,Boke,BKJ
BKK,Suvarnabhumi Airport,TH,Lat Krabang,Bangkok,BKK
BKL,Burke Lakefront Airport,US,Cleveland,Ohio,CLE
BKM,Bakalalan,MY,,,BKM
BKN,Balkanabat Airport,TM,Balkanabat,Balkan,BKN
BKO,Bamako-Senou International Airport,ML,Bamako,Bamako,BKO
BKP,Barkly Downs,AU,,,BKP
BKQ,Blackall Airport,AU,,,BKQ
BKR,Bokoro,TD,Bokoro,Hadjer-Lamis,BKR
BKS,Fatmawati Soekarno Airport,ID,Bengkulu,Bengkulu,BKS
BKT,Blackstone AAF,US,Blackstone,Virginia,BKT
BKU,Betioky,MG,Betioky,Atsimo-Andrefana,BKU
BKV,Bailing Airport,CN,Bailingmiao,Inner Mongolia,BKV
BKW,Beckley Airport,US,Daniels,West Virginia,BKW
BKX,Brookings,US,Brookings,South Dakota,BKX
BKY,Kavumu,CD,Bukavu,South Kivu,BKY
BKZ,Bukoba Airport,TZ,Bukoba,Kagera,BKZ
BLA,General Jose Antonio Anzoategui International Airport,VE,Barcelona,Anzoategui,BLA
BLB,Panama Pacifico Airport,PA,Ancon,Panama,BLB
BLC,Bamenda,CM,,,BLC
BLD,Boulder City,US,Boulder City,Nevada,LAS
BLE,Dala Airport,SE,Ornas,Dalarna,BLE
BLF,Princeton,US,Bluefield,West Virginia,BLF
BLG,Belaga,MY,Data Kakus,Sarawak,BLG
BLH,Blythe,US,Mesa Verde,California,BLH
BLI,Bellingham International Airport,US,Marietta-Alderwood,Washington,BLI
BLJ,Batna Airport,DZ,Batna,Batna,BLJ
BLK,Blackpool Airport,GB,Great Marton,England,BLK
BLL,Billund Airport,DK,Billund,South Denmark,BLL
BLM,Monmouth Executive Airport,US,Belmar,New Jersey,BLM
BLN,Benalla,AU,Benalla,Victoria,BLN
BLO,Blonduos,IS,,,BLO
BLP,Bellavista,PE,Kelluyo,Puno,BLP
BLQ,Guglielmo Marconi Airport,IT,Trebbo,Emilia-Romagna,BLQ
BLR,Kempegowda International Airport,IN,Devanhalli,Karnataka,BLR
BLS,Bollon,AU,,,BLS
BLT,Blackwater,AU,Blackwater,Queensland,BLT
BLU,Blue Canyon,US,Foresthill,California,BLU
BLV,Belleville,US,Lebanon,Illinois,BLV
BLW,Bellows Field,US,Waimanalo Beach,Hawaii,BLW
BLX,Belluno,IT,Belluno,Veneto,BLX
BLY,Belmullet,IE,Belmullet,Connaught,BLY
BLZ,Chileka Airport,MW,,,BLZ
BMA,Bromma Airport,SE,Bromma,Stockholm,STO
BMB,Bumba,CD,Bumba,Equateur,BMB
BMC,Brigham City,US,Brigham City,Utah,BMC
BMD,Belo,MG,,,BMD
BME,Broome Airport,AU,,,BME
BMF,Bakouma,CF,Bangassou,Mbomou,BMF
BMG,Bloomington,US,Bloomington,Indiana,BMG
BMH,Bomai,PG,,,BMH
BMI,Central Illinois Regional Airport,US,Bloomington,Illinois,BMI
BMJ,Baramita,GY,,,BMJ
BMK,Borkum,DE,Borkum,Lower Saxony,BMK
BML,Berlin Municipal Airport,US,,,BML
BMM,Bitam,GA,,,BMM
BMN,Bamerny,IQ,Al `Amadiyah,Dahuk,BMN
BMO,Bhamo,MM,Bhamo,Kachin,BMO
BMP,Brampton Island,AU,,,BMP
BMQ,Bamburi,KE,,,BMQ
BMR,Baltrum,DE,Baltrum,Lower Saxony,BMR
BMS,Brumado,BR,Brumado,Bahia,BMS
BMT,Beaumont Municipalcipal,US,Beaumont,Texas,BPT
BMU,Sultan Muhammad Salahuddin Airport,ID,Melati,West Nusa Tenggara,BMU
BMV,Phung-Duc Airport,VN,Buon Ma Thuot,Dac Lak,BMV
BMW,Bordj Badji Mokhtar,DZ,Tessalit,Kidal,BMW
BMX,Big Mountain,US,,,BMX
BMY,Belep Island,NC,Wala,North Province,BMY
BMZ,Bamu,PG,,,BMZ
BNA,Nashville International Airport,US,Nashville,Tennessee,BNA
BNB,Boende,CD,Boende,Equateur,BNB
BNC,Beni,CD,,,BNC
BND,Bandar Abbas International Airport,IR,Bandar 'Abbas,Hormozgan,BND
BNE,Brisbane Airport,AU,Ascot,Queensland,BNE
BNF,Warm Spring Bay SPB,US,,,BNF
BNG,Banning,US,Banning,California,BNG
BNH,Barnes,US,,,HFD
BNI,Benin City Airport,NG,Benin City,Edo,BNI
BNK,Ballina Byron Airport,AU,Ballina,New South Wales,BNK
BNL,Barnwell Regional,US,Barnwell,South Carolina,BNL
BNM,Bodinumu,PG,,,BNM
BNN,Bronnoysund Airport Bronnoy,NO,Bronnoysund,Nordland,BNN
BNO,Burns,US,Burns,Oregon,BNO
BNP,Bannu,PK,Bannu,Khyber Pakhtunkhwa,BNP
BNQ,Baganga,PH,Aurora,Mimaropa,BNQ
BNR,Banfora,BF,Banfora,Cascades,BNR
BNS,Barinas,VE,Barinas,Barinas,BNS
BNT,Bundi,PG,,,BNT
BNU,Blumenau,BR,Gaspar,Santa Catarina,BNU
BNV,Boana,PG,,,BNV
BNW,Boone,US,Boone,Iowa,BNW
BNX,Banja Luka Airport,BA,Laktasi,Republika Srpska,BNX
BNY,Bellona,SB,,,BNY
BNZ,Banz,PG,,,BNZ
BOA,Boma,CD,,,BOA
BOB,Motu Mute Airport,PF,,,BOB
BOC,Bocas Del Toro,PA,Bocas del Toro,Bocas del Toro,BOC
BOD,Bordeaux Airport,FR,Le Haillan,Aquitaine,BOD
BOE,Boundji,CG,,,BOE
BOF,Bolling AFB,US,,,WAS
BOG,El Dorado International Airport,CO,Funza,Cundinamarca,BOG
BOH,Bournemouth Airport,GB,St Leonards,England,BOH
BOI,Boise Air Terminal (Gowen Field),US,Boise,Idaho,BOI
BOJ,Bourgas Airport,BG,Sredets,Burgas,BOJ
BOK,Brookings State,US,Brookings,Oregon,BOK
BOL,Ballykelly,GB,Ballykelly,Northern Ireland,BOL
BOM,Chhatrapati Shivaji International Airport,IN,Mumbai,Maharashtra,BOM
BON,Flamingo International Airport,BQ,Dorp Tera Kora,Bonaire,BON
BOO,Bodo Airport,NO,Bodo,Nordland,BOO
BOP,Bouar,CF,Bouar,Nana-Mambere,BOP
BOQ,Boku,PG,,,BOQ
BOR,Bokeo International Airport,LA,,,BOR
BOS,Logan International Airport,US,Chelsea,Massachusetts,BOS
BOT,Boset,PG,,,BOT
BOU,Bourges,FR,Fussy,Centre,BOU
BOV,Boang,PG,,,BOV
BOW,Bartow,US,Bartow,Florida,BOW
BOX,Borroloola,AU,,,BOX
BOY,Borgo,BF,Bobo-Dioulasso,High-Basins,BOY
BOZ,Bozoum,CF,Bozoum,Ouham-Pende,BOZ
BPA,Grumman,US,Bethpage,New York,BPA
BPB,Boridi,PG,,,BPB
BPC,Bamenda,CM,Bamenda,North-West Province,BPC
BPD,Bapi,PG,,,BPD
BPE,Qinhuangdao Beidaihe Airport,CN,,,SHP
BPF,Batuna Aerodrome,SB,,,BPF
BPG,Barra Do Garcas,BR,Barra do Garcas,Mato Grosso,BPG
BPH,Bislig,PH,Bislig,Caraga,BPH
BPI,Big Piney-marbleton,US,Marbleton,Wyoming,BPI
BPK,Biangabip,PG,,,BPK
BPL,Bole Airport,CN,Dostyq,Almaty Oblysy,BPL
BPM,Begumpet,IN,Quthbullapur,Telangana,HYD
BPN,Sultan Aji Muhamad Sulaiman Airport,ID,City of Balikpapan,East Kalimantan,BPN
BPS,Porto Seguro Airport,BR,Porto Seguro,Bahia,BPS
BPT,Jefferson County Airport,US,Nederland,Texas,BPT
BPU,Beppu,JP,Beppu,Oita,BPU
BPX,Bangda Airport,CN,Yanduo,Tibet Autonomous Region,BPX
BPY,Besalampy,MG,,,BPY
BQA,Baler,PH,Dona Remedios Trinidad,Central Luzon,BQA
BQB,Bussellton Regional Airport,AU,Vasse,Western Australia,BQB
BQE,Bubaque,GW,Bubaque,Bolama and Bijagos,BQE
BQG,Bogorodskoye,RU,Bogorodskoye,Khabarovsk Krai,BQG
BQH,Biggin Hill,GB,Biggin Hill,England,LON
BQI,Bagani,,Bagani,Zambezi,BQI
BQJ,Batagay,RU,Batagay,Sakha,BQJ
BQK,Glynco Jetport,US,,,SSI
BQL,Boulia,AU,,,BQL
BQN,Rafael Hernandez Airport,PR,San Antonio,Aguadilla,BQN
BQO,Bouna,CI,Bouna,Zanzan,BQO
BQQ,Barra,BR,Barra,Bahia,BQQ
BQS,Blagoveschensk Airport,RU,Shangmachang,Heilongjiang Sheng,BQS
BQT,Brest Airport,BY,Zhabinka,Brest,BQT
BQU,J. F. Mitchell,VC,,,BQU
BQV,Bartlett SPB,US,,,GST
BQW,Balgo Hills,AU,,,BQW
BRA,Barreiras Airport,BR,Barreiras,Bahia,BRA
BRB,Barreirinhas,BR,Barreirinha,Amazonas,BRB
BRC,San Carlos de Bariloche International Airport,AR,San Carlos de Bariloche,Rio Negro,BRC
BRD,Crow Wing County Airport,US,Brainerd,Minnesota,BRD
BRE,Bremen Airport,DE,Bremen,Bremen,BRE
BRF,Bradford,GB,Bradford,England,LBA
BRG,Municipal,US,Whitesburg,Kentucky,BRG
BRH,Brahman,PG,,,BRH
BRI,Palese Airport,IT,San Paolo,Apulia,BRI
BRJ,Bright,AU,,,BRJ
BRK,Bourke,AU,,,BRK
BRL,Burlington Airport,US,Burlington,Iowa,BRL
BRM,Barquisimeto Airport,VE,Barquisimeto,Lara,BRM
BRN,Bern Airport,CH,Belp,Bern,BRN
BRO,South Padre Island International Airport,US,South Point,Texas,BRO
BRP,Biaru,PG,,,BRP
BRQ,Turany Airport,CZ,Slapanice,South Moravian,BRQ
BRR,North Bay Airport,GB,,,BRR
BRS,Bristol Airport,GB,Butcombe,England,BRS
BRT,Bathurst Island,AU,,,BRT
BRU,Brussels Airport,BE,Zaventem,Flanders,BRU
BRV,Bremerhaven,DE,Ihlienworth,Lower Saxony,BRV
BRW,Wiley Post-Will Rogers Memorial Airport,US,,,BRW
BRX,Barahona,DO,Santa Cruz de Barahona,Barahona,BRX
BRY,Samuels Field,US,Bardstown,Kentucky,BRY
BRZ,Borotou,CI,,,BRZ
